text,urls,metadata,label
URGENT: Your microsoft account has been suspended. Verify immediately: http://microsoft-secure.cf/login/29029,"[""http://microsoft-secure.cf/login/29029""]","{""from"": ""security@dhl-alert.xyz"", ""subject"": ""URGENT: Microsoft notice"", ""timestamp"": ""2025-10-25 06:34:00"", ""received_spf"": ""none"", ""dkim"": ""none"", ""dmarc"": ""fail"", ""relay_hops"": 8}",1
Payment received: Thank you for your payment to Fedex.,"[""https://www.microsoft.com/track/63496""]","{""from"": ""noreply@bankofamerica.com"", ""subject"": ""Fedex notification"", ""timestamp"": ""2025-01-21 15:22:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
Security Alert: Unusual login activity detected. Confirm your identity: http://tinyurl.com/87362,"[""http://tinyurl.com/87362""]","{""from"": ""security@fedex-alert.xyz"", ""subject"": ""URGENT: Microsoft notice"", ""timestamp"": ""2025-10-09 23:34:00"", ""received_spf"": ""fail"", ""dkim"": ""none"", ""dmarc"": ""fail"", ""relay_hops"": 2}",1
Your microsoft monthly statement is ready. View it at https://www.dhl.co/track/24716,"[""https://www.dhl.co/track/24716""]","{""from"": ""noreply@walmart.com"", ""subject"": ""Microsoft notification"", ""timestamp"": ""2025-05-12 20:43:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Reminder: Your appointment with Amazon is scheduled at 09:00 AM.,"[""https://www.apple.com/track/3848""]","{""from"": ""noreply@bankofamerica.com"", ""subject"": ""Amazon notification"", ""timestamp"": ""2025-12-12 21:10:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Delivery notification: Your package is out for delivery. Track: https://www.paypal.org/track/48262,"[""https://www.paypal.org/track/48262""]","{""from"": ""noreply@netflix.com"", ""subject"": ""Apple notification"", ""timestamp"": ""2025-10-04 05:58:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
Your netflix monthly statement is ready. View it at https://www.bankofamerica.com/track/86865,"[""https://www.bankofamerica.com/track/86865""]","{""from"": ""noreply@bankofamerica.com"", ""subject"": ""Netflix notification"", ""timestamp"": ""2025-06-01 06:19:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Reminder: Your appointment with Microsoft is scheduled at 12:00 PM.,"[""https://www.microsoft.in/track/98518""]","{""from"": ""noreply@stripe.com"", ""subject"": ""Microsoft notification"", ""timestamp"": ""2025-12-04 02:31:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Your payment could not be processed. Click http://apple-secure.ga/login/56342 to update your billing info.,"[""http://apple-secure.ga/login/56342""]","{""from"": ""security@dhl-alert.ml"", ""subject"": ""URGENT: Bankofamerica notice"", ""timestamp"": ""2025-02-12 04:53:00"", ""received_spf"": ""neutral"", ""dkim"": """", ""dmarc"": """", ""relay_hops"": 6}",1
Delivery notification: Your package is out for delivery. Track: https://www.amazon.com/track/2711,"[""https://www.amazon.com/track/2711""]","{""from"": ""noreply@dhl.com"", ""subject"": ""Apple notification"", ""timestamp"": ""2025-01-02 17:49:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Reminder: Your appointment with Fedex is scheduled at 11:00 AM.,"[""https://www.paypal.co/track/20014""]","{""from"": ""noreply@apple.com"", ""subject"": ""Fedex notification"", ""timestamp"": ""2025-07-21 13:04:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Reminder: Your appointment with Paypal is scheduled at 10:00 AM.,"[""https://www.apple.in/track/39028""]","{""from"": ""noreply@apple.com"", ""subject"": ""Paypal notification"", ""timestamp"": ""2025-04-11 10:26:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Reminder: Your appointment with Microsoft is scheduled at 09:00 AM.,"[""https://www.microsoft.net/track/73142""]","{""from"": ""noreply@microsoft.com"", ""subject"": ""Microsoft notification"", ""timestamp"": ""2025-05-24 13:54:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
You are eligible for a tax refund. Provide your details here: http://google-secure.cf/login/26894,"[""http://google-secure.cf/login/26894""]","{""from"": ""security@dhl-alert.cf"", ""subject"": ""URGENT: Dhl notice"", ""timestamp"": ""2025-05-18 22:46:00"", ""received_spf"": ""fail"", ""dkim"": ""fail"", ""dmarc"": """", ""relay_hops"": 4}",1
You are eligible for a tax refund. Provide your details here: http://fedex-secure.tk/login/85030,"[""http://fedex-secure.tk/login/85030""]","{""from"": ""security@dhl-alert.tk"", ""subject"": ""URGENT: Microsoft notice"", ""timestamp"": ""2025-11-24 01:25:00"", ""received_spf"": ""none"", ""dkim"": """", ""dmarc"": ""fail"", ""relay_hops"": 8}",1
Your paypal monthly statement is ready. View it at https://www.bankofamerica.in/track/31844,"[""https://www.bankofamerica.in/track/31844""]","{""from"": ""noreply@fedex.com"", ""subject"": ""Paypal notification"", ""timestamp"": ""2025-01-03 21:23:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
URGENT: Your google account has been suspended. Verify immediately: http://walmart-secure.ga/login/27089,"[""http://walmart-secure.ga/login/27089""]","{""from"": ""security@walmart-alert.cf"", ""subject"": ""URGENT: Google notice"", ""timestamp"": ""2025-04-21 19:09:00"", ""received_spf"": ""none"", ""dkim"": ""none"", ""dmarc"": ""none"", ""relay_hops"": 8}",1
Congratulations! You won a prize. Claim at http://netflix-secure.ga/login/11005,"[""http://netflix-secure.ga/login/11005""]","{""from"": ""security@walmart-alert.tk"", ""subject"": ""URGENT: Amazon notice"", ""timestamp"": ""2025-07-01 21:15:00"", ""received_spf"": ""neutral"", ""dkim"": ""none"", ""dmarc"": """", ""relay_hops"": 3}",1
Congratulations! You won a prize. Claim at http://apple-secure.tk/login/51044,"[""http://apple-secure.tk/login/51044""]","{""from"": ""security@netflix-alert.xyz"", ""subject"": ""URGENT: Stripe notice"", ""timestamp"": ""2025-10-12 10:25:00"", ""received_spf"": ""softfail"", ""dkim"": ""fail"", ""dmarc"": """", ""relay_hops"": 9}",1
Reminder: Your appointment with Bankofamerica is scheduled at 05:00 PM.,"[""https://www.fedex.in/track/49459""]","{""from"": ""noreply@amazon.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-07-13 22:48:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Your fedex monthly statement is ready. View it at https://www.apple.net/track/25665,"[""https://www.apple.net/track/25665""]","{""from"": ""noreply@fedex.com"", ""subject"": ""Fedex notification"", ""timestamp"": ""2025-11-02 09:35:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
Reminder: Your appointment with Bankofamerica is scheduled at 04:00 PM.,"[""https://www.google.in/track/29646""]","{""from"": ""noreply@netflix.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-01-26 20:17:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Reminder: Your appointment with Microsoft is scheduled at 11:00 AM.,"[""https://www.walmart.com/track/66281""]","{""from"": ""noreply@amazon.com"", ""subject"": ""Microsoft notification"", ""timestamp"": ""2025-11-06 08:38:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Your netflix monthly statement is ready. View it at https://www.google.in/track/66026,"[""https://www.google.in/track/66026""]","{""from"": ""noreply@paypal.com"", ""subject"": ""Netflix notification"", ""timestamp"": ""2025-05-14 22:47:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
Your amazon monthly statement is ready. View it at https://www.paypal.in/track/62715,"[""https://www.paypal.in/track/62715""]","{""from"": ""noreply@paypal.com"", ""subject"": ""Amazon notification"", ""timestamp"": ""2025-01-23 07:48:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Your payment could not be processed. Click http://ow.ly/10038 to update your billing info.,"[""http://ow.ly/10038""]","{""from"": ""security@google-alert.xyz"", ""subject"": ""URGENT: Paypal notice"", ""timestamp"": ""2025-06-08 23:58:00"", ""received_spf"": ""none"", ""dkim"": ""fail"", ""dmarc"": ""none"", ""relay_hops"": 7}",1
Congratulations! You won a prize. Claim at http://netflix-secure.xyz/login/52176,"[""http://netflix-secure.xyz/login/52176""]","{""from"": ""security@dhl-alert.tk"", ""subject"": ""URGENT: Netflix notice"", ""timestamp"": ""2025-02-17 03:05:00"", ""received_spf"": ""neutral"", ""dkim"": ""fail"", ""dmarc"": ""fail"", ""relay_hops"": 6}",1
Reminder: Your appointment with Dhl is scheduled at 01:00 PM.,"[""https://www.apple.in/track/8119""]","{""from"": ""noreply@fedex.com"", ""subject"": ""Dhl notification"", ""timestamp"": ""2025-04-15 18:52:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Your microsoft monthly statement is ready. View it at https://www.netflix.in/track/56411,"[""https://www.netflix.in/track/56411""]","{""from"": ""noreply@fedex.com"", ""subject"": ""Microsoft notification"", ""timestamp"": ""2025-07-27 00:11:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
URGENT: Your paypal account has been suspended. Verify immediately: http://bit.ly/57431,"[""http://bit.ly/57431""]","{""from"": ""security@apple-alert.cf"", ""subject"": ""URGENT: Paypal notice"", ""timestamp"": ""2025-06-12 08:34:00"", ""received_spf"": ""fail"", ""dkim"": ""none"", ""dmarc"": """", ""relay_hops"": 8}",1
Your amazon monthly statement is ready. View it at https://www.google.org/track/43588,"[""https://www.google.org/track/43588""]","{""from"": ""noreply@apple.com"", ""subject"": ""Amazon notification"", ""timestamp"": ""2025-06-14 06:45:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Security Alert: Unusual login activity detected. Confirm your identity: http://stripe-secure.ga/login/5803,"[""http://stripe-secure.ga/login/5803""]","{""from"": ""security@google-alert.tk"", ""subject"": ""URGENT: Walmart notice"", ""timestamp"": ""2025-12-18 14:00:00"", ""received_spf"": ""none"", ""dkim"": ""fail"", ""dmarc"": ""none"", ""relay_hops"": 8}",1
Newsletter: Latest updates from Google — read more at https://www.walmart.com/track/80385,"[""https://www.walmart.com/track/80385""]","{""from"": ""noreply@walmart.com"", ""subject"": ""Google notification"", ""timestamp"": ""2025-01-22 23:44:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
Your payment could not be processed. Click http://dhl-secure.ga/login/46392 to update your billing info.,"[""http://dhl-secure.ga/login/46392""]","{""from"": ""security@google-alert.cf"", ""subject"": ""URGENT: Google notice"", ""timestamp"": ""2025-09-04 18:08:00"", ""received_spf"": ""neutral"", ""dkim"": ""none"", ""dmarc"": """", ""relay_hops"": 6}",1
Security Alert: Unusual login activity detected. Confirm your identity: http://t.co/57277,"[""http://t.co/57277""]","{""from"": ""security@google-alert.ml"", ""subject"": ""URGENT: Fedex notice"", ""timestamp"": ""2025-08-27 06:50:00"", ""received_spf"": ""neutral"", ""dkim"": ""none"", ""dmarc"": ""none"", ""relay_hops"": 4}",1
Your payment could not be processed. Click http://dhl-secure.ga/login/53392 to update your billing info.,"[""http://dhl-secure.ga/login/53392""]","{""from"": ""security@microsoft-alert.gq"", ""subject"": ""URGENT: Google notice"", ""timestamp"": ""2025-09-01 15:48:00"", ""received_spf"": ""fail"", ""dkim"": ""none"", ""dmarc"": ""fail"", ""relay_hops"": 8}",1
Delivery notification: Your package is out for delivery. Track: https://www.apple.co/track/83343,"[""https://www.apple.co/track/83343""]","{""from"": ""noreply@bankofamerica.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-05-25 22:03:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Reminder: Your appointment with Stripe is scheduled at 12:00 PM.,"[""https://www.microsoft.com/track/34533""]","{""from"": ""noreply@fedex.com"", ""subject"": ""Stripe notification"", ""timestamp"": ""2025-04-22 06:33:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Delivery notification: Your package is out for delivery. Track: https://www.google.in/track/40269,"[""https://www.google.in/track/40269""]","{""from"": ""noreply@bankofamerica.com"", ""subject"": ""Fedex notification"", ""timestamp"": ""2025-12-17 02:31:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Reminder: Your appointment with Fedex is scheduled at 11:00 AM.,"[""https://www.netflix.net/track/3222""]","{""from"": ""noreply@netflix.com"", ""subject"": ""Fedex notification"", ""timestamp"": ""2025-04-06 05:37:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Newsletter: Latest updates from Walmart — read more at https://www.dhl.org/track/83454,"[""https://www.dhl.org/track/83454""]","{""from"": ""noreply@walmart.com"", ""subject"": ""Walmart notification"", ""timestamp"": ""2025-05-02 12:02:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
URGENT: Your fedex account has been suspended. Verify immediately: http://ow.ly/92120,"[""http://ow.ly/92120""]","{""from"": ""security@bankofamerica-alert.gq"", ""subject"": ""URGENT: Fedex notice"", ""timestamp"": ""2025-02-03 20:28:00"", ""received_spf"": ""none"", ""dkim"": ""none"", ""dmarc"": """", ""relay_hops"": 3}",1
Reminder: Your appointment with Fedex is scheduled at 05:00 PM.,"[""https://www.netflix.co/track/31059""]","{""from"": ""noreply@walmart.com"", ""subject"": ""Fedex notification"", ""timestamp"": ""2025-05-17 01:57:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
Security Alert: Unusual login activity detected. Confirm your identity: http://microsoft-secure.tk/login/5911,"[""http://microsoft-secure.tk/login/5911""]","{""from"": ""security@dhl-alert.gq"", ""subject"": ""URGENT: Microsoft notice"", ""timestamp"": ""2025-07-05 01:13:00"", ""received_spf"": ""neutral"", ""dkim"": ""fail"", ""dmarc"": ""fail"", ""relay_hops"": 8}",1
Delivery notification: Your package is out for delivery. Track: https://www.paypal.co/track/35369,"[""https://www.paypal.co/track/35369""]","{""from"": ""noreply@paypal.com"", ""subject"": ""Microsoft notification"", ""timestamp"": ""2025-02-19 06:41:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
URGENT: Your microsoft account has been suspended. Verify immediately: http://ow.ly/64316,"[""http://ow.ly/64316""]","{""from"": ""security@bankofamerica-alert.gq"", ""subject"": ""URGENT: Microsoft notice"", ""timestamp"": ""2025-01-30 22:45:00"", ""received_spf"": ""neutral"", ""dkim"": ""fail"", ""dmarc"": """", ""relay_hops"": 2}",1
Newsletter: Latest updates from Netflix — read more at https://www.paypal.net/track/52403,"[""https://www.paypal.net/track/52403""]","{""from"": ""noreply@apple.com"", ""subject"": ""Netflix notification"", ""timestamp"": ""2025-06-09 05:46:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Newsletter: Latest updates from Stripe — read more at https://www.walmart.com/track/55257,"[""https://www.walmart.com/track/55257""]","{""from"": ""noreply@paypal.com"", ""subject"": ""Stripe notification"", ""timestamp"": ""2025-01-15 16:51:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
Delivery notification: Your package is out for delivery. Track: https://www.walmart.net/track/27164,"[""https://www.walmart.net/track/27164""]","{""from"": ""noreply@google.com"", ""subject"": ""Fedex notification"", ""timestamp"": ""2025-09-15 15:51:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
Your bankofamerica monthly statement is ready. View it at https://www.bankofamerica.in/track/40528,"[""https://www.bankofamerica.in/track/40528""]","{""from"": ""noreply@google.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-08-07 04:00:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Payment received: Thank you for your payment to Bankofamerica.,"[""https://www.dhl.net/track/88343""]","{""from"": ""noreply@dhl.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-12-06 16:47:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Reminder: Your appointment with Microsoft is scheduled at 02:00 PM.,"[""https://www.apple.net/track/44019""]","{""from"": ""noreply@stripe.com"", ""subject"": ""Microsoft notification"", ""timestamp"": ""2025-04-19 06:18:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 3}",0
Newsletter: Latest updates from Google — read more at https://www.google.org/track/42201,"[""https://www.google.org/track/42201""]","{""from"": ""noreply@google.com"", ""subject"": ""Google notification"", ""timestamp"": ""2025-01-14 03:49:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
Congratulations! You won a prize. Claim at http://goo.gl/61349,"[""http://goo.gl/61349""]","{""from"": ""security@apple-alert.ga"", ""subject"": ""URGENT: Google notice"", ""timestamp"": ""2025-06-21 13:08:00"", ""received_spf"": ""neutral"", ""dkim"": ""none"", ""dmarc"": """", ""relay_hops"": 10}",1
You are eligible for a tax refund. Provide your details here: http://paypal-secure.tk/login/72773,"[""http://paypal-secure.tk/login/72773""]","{""from"": ""security@amazon-alert.ml"", ""subject"": ""URGENT: Google notice"", ""timestamp"": ""2025-05-11 02:45:00"", ""received_spf"": ""fail"", ""dkim"": """", ""dmarc"": """", ""relay_hops"": 6}",1
URGENT: Your dhl account has been suspended. Verify immediately: http://goo.gl/77933,"[""http://goo.gl/77933""]","{""from"": ""security@microsoft-alert.ml"", ""subject"": ""URGENT: Dhl notice"", ""timestamp"": ""2025-07-30 03:58:00"", ""received_spf"": ""none"", ""dkim"": ""none"", ""dmarc"": """", ""relay_hops"": 10}",1
Security Alert: Unusual login activity detected. Confirm your identity: http://ow.ly/60454,"[""http://ow.ly/60454""]","{""from"": ""security@paypal-alert.ga"", ""subject"": ""URGENT: Paypal notice"", ""timestamp"": ""2025-07-14 22:35:00"", ""received_spf"": ""none"", ""dkim"": ""fail"", ""dmarc"": """", ""relay_hops"": 4}",1
Delivery notification: Your package is out for delivery. Track: https://www.bankofamerica.in/track/82593,"[""https://www.bankofamerica.in/track/82593""]","{""from"": ""noreply@google.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-10-18 09:46:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
Delivery notification: Your package is out for delivery. Track: https://www.google.com/track/74880,"[""https://www.google.com/track/74880""]","{""from"": ""noreply@paypal.com"", ""subject"": ""Google notification"", ""timestamp"": ""2025-08-06 01:40:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
URGENT: Your bankofamerica account has been suspended. Verify immediately: http://goo.gl/13617,"[""http://goo.gl/13617""]","{""from"": ""security@paypal-alert.cf"", ""subject"": ""URGENT: Bankofamerica notice"", ""timestamp"": ""2025-03-01 00:31:00"", ""received_spf"": ""none"", ""dkim"": ""fail"", ""dmarc"": """", ""relay_hops"": 2}",1
Your bankofamerica monthly statement is ready. View it at https://www.amazon.com/track/2947,"[""https://www.amazon.com/track/2947""]","{""from"": ""noreply@netflix.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-04-16 09:31:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Newsletter: Latest updates from Walmart — read more at https://www.bankofamerica.org/track/15885,"[""https://www.bankofamerica.org/track/15885""]","{""from"": ""noreply@netflix.com"", ""subject"": ""Walmart notification"", ""timestamp"": ""2025-07-23 18:44:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
Security Alert: Unusual login activity detected. Confirm your identity: http://t.co/12766,"[""http://t.co/12766""]","{""from"": ""security@apple-alert.ga"", ""subject"": ""URGENT: Fedex notice"", ""timestamp"": ""2025-04-12 10:54:00"", ""received_spf"": ""none"", ""dkim"": ""none"", ""dmarc"": """", ""relay_hops"": 9}",1
Your bankofamerica monthly statement is ready. View it at https://www.dhl.in/track/74198,"[""https://www.dhl.in/track/74198""]","{""from"": ""noreply@apple.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-07-29 16:38:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
Reminder: Your appointment with Amazon is scheduled at 09:00 AM.,"[""https://www.fedex.com/track/5197""]","{""from"": ""noreply@dhl.com"", ""subject"": ""Amazon notification"", ""timestamp"": ""2025-02-11 01:14:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
Newsletter: Latest updates from Netflix — read more at https://www.microsoft.net/track/86104,"[""https://www.microsoft.net/track/86104""]","{""from"": ""noreply@stripe.com"", ""subject"": ""Netflix notification"", ""timestamp"": ""2025-10-14 06:38:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 2}",0
Your stripe monthly statement is ready. View it at https://www.dhl.net/track/17086,"[""https://www.dhl.net/track/17086""]","{""from"": ""noreply@microsoft.com"", ""subject"": ""Stripe notification"", ""timestamp"": ""2025-08-21 19:52:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 0}",0
Reminder: Your appointment with Bankofamerica is scheduled at 09:00 AM.,"[""https://www.stripe.net/track/77719""]","{""from"": ""noreply@microsoft.com"", ""subject"": ""Bankofamerica notification"", ""timestamp"": ""2025-05-24 00:45:00"", ""received_spf"": ""pass"", ""dkim"": ""pass"", ""dmarc"": ""pass"", ""relay_hops"": 1}",0
